rank,score,verdict,author,followers_raw,author_followers,rel_amp,likes,retweets,engagement,reach_median,tweet
771,39,Limited spread,TheEllenShow,65000000,145,3.181,13719,2381,18481.0,484,Kate McKinnon! I'm so happy for you. You deserve it and so much more. And not just because you thanked me. #Emmys
772,39,Limited spread,ArianaGrande,42000000,140,2.897,60032,28095,116222.0,475,goddamn you da best
773,39,Limited spread,rihanna,59000000,144,2.717,8109,4633,17375.0,451,Thank you Navy for dat special kinda love!!! ShoutOut to everybody who made it to DC lastnight!!!
774,39,Limited spread,ArianaGrande,42000000,140,2.082,38468,22525,83518.0,452,"woke up to babes chanting ""bellisima"" outside my window :') i love you. see you soon my babies. ci vediamo presto! ti vo"
775,39,Limited spread,jtimberlake,41000000,140,1.775,2329,1239,4807.0,482,Who's ready to close out this Euro leg of #JT2020Tour with me and @THETNKIDS?!!! LET'S GO LONDON!!!!!!!! http://t.co/qJE
776,39,Limited spread,jimmyfallon,42000000,140,1.713,2826,498,3822.0,467,Los Angeles we'll see you soon!! #FallonTonightLA
777,39,Limited spread,britneyspears,36000000,138,1.523,3010,1401,5812.0,464,Season premiere of @CWJaneTheVirgin tonight at 9pm!! So ready for new episodes… Can’t wait to watch!
778,39,Limited spread,britneyspears,36000000,138,1.472,2186,1716,5618.0,466,THIS is why they REALLY call him '62-second Charlie' 😉 http://t.co/dcEKkHtJCE
779,39,Limited spread,KimKardashian,48000000,142,1.423,8111,1354,10819.0,449,Just landed in Cannes! Love that my mom &amp; Kylie are here too! #CannesLions
780,39,Limited spread,britneyspears,36000000,138,1.368,2349,1437,5223.0,491,New #PieceOfMe shows will be announced for next year today (YAY!!). Tix will go on sale this Saturday at 10am PT. And...
781,39,Limited spread,ArianaGrande,42000000,140,1.366,36606,9098,54802.0,481,hbd babygirl @DoveCameron i love you with all my heart
782,39,Limited spread,TheEllenShow,65000000,145,1.281,4980,1231,7442.0,483,"Happy birthday, @SofiaVergara! Sus zapatos son más verdes que Tarzán. I learned that just for you."
783,39,Limited spread,ArianaGrande,42000000,140,1.226,27490,10853,49196.0,501,see you soon @1027KIISFM #WangoTango ♡
784,39,Limited spread,ArianaGrande,42000000,140,1.114,24434,10123,44680.0,467,WOW I LOVE THIS https://t.co/vcOdfj6eFy
785,39,Limited spread,jtimberlake,41000000,140,0.967,1555,533,2621.0,469,“@freestylesteve: @jtimberlake say bro what’s good?” 'Bout that time my good man...
786,39,Limited spread,jimmyfallon,42000000,140,0.95,1445,338,2121.0,483,.@UniversalORL see you guys soon!! We have our own ride!?!! Thank you! https://t.co/hODpmbHLRO
787,39,Limited spread,taylorswift13,83000000,147,0.884,6090,10817,27724.0,456,The new video premieres TOMORROW on MTV at 7:49 ET. I AM EXCITED SO I DECIDED ALL CAPS WOULD BE BEST.
788,39,Limited spread,TheEllenShow,65000000,145,0.874,3931,574,5079.0,469,"Happy birthday, @BillClinton! I'm talking to your wife on my premiere week. Just thought you should know in case you wan"
789,39,Limited spread,katyperry,95000000,149,0.87,5223,3630,12483.0,477,"What do @capitalcities, @KaceyMusgraves and @teganandsara all have in common?"
790,39,Limited spread,katyperry,95000000,149,0.719,2264,4025,10314.0,449,♡Excited to hang out with my Japanese fans tonight &amp; FINALLY premiere my movie PART OF ME! Saved the best for last o
791,39,Limited spread,ladygaga,64000000,145,0.588,3104,1822,6748.0,437,Boy am I in heaven watching this special! I love singing with Tony! I love watching it back and reliving the whole thing
792,39,Limited spread,katyperry,95000000,149,0.49,1967,2528,7023.0,478,CLEVELAND. THERE'S A GOLDEN PIECE OF ROCK N ROLL HISTORY ROLLING UP TO YOUR HALL OF FAME... NOW! Get your pixxx #PRISM
793,39,Limited spread,taylorswift13,83000000,147,0.4,3032,4755,12542.0,465,"If you watch @GMA this morning, you'll hear a new song from Red, and see a clip of my @Nightline interview. PARTY."
794,39,Limited spread,justinbieber,91000000,148,0.398,24065,16208,56481.0,474,@BertShowBert love yah buddy
795,39,Limited spread,katyperry,95000000,149,0.359,3281,936,5153.0,482,@hotncolds swallowing lots of rain water?
796,39,Limited spread,jtimberlake,41000000,140,0.342,409,259,927.0,448,“@AshActually: Is @jtimberlake done snatching bitches bald? Is it safe to come out now?” Almost... Haha!
797,39,Limited spread,selenagomez,45000000,141,0.324,849,2536,5921.0,474,Just taught my TV mom to dougie. Lol. Amazing
798,39,Limited spread,ArianaGrande,42000000,140,0.264,6817,1895,10607.0,444,@ifmoonlight lmaooo. wait til you hear it all thooooo !!
799,39,Limited spread,katyperry,95000000,149,0.247,2184,679,3542.0,460,@alwaysbeperry you don't know your own strength bb
800,39,Limited spread,ddlovato,41000000,140,0.24,3464,2174,7812.0,505,@SmoothWacko87 is swim in the ocean because I wouldn't be afraid of sharks!!
801,39,Limited spread,YouTube,60000000,144,0.171,181,26,233.0,500,"@Jessewelle With dabbing skills like that, how could we not? 💥 #YouTubeRewind"
802,39,Limited spread,britneyspears,36000000,138,0.164,288,169,626.0,456,@melbrit11 Yay! You've found one of #TheBritneyFantasy100! Hope u &lt;3 it!
803,39,Limited spread,britneyspears,36000000,138,0.162,432,94,620.0,487,@ThemisGeo Hi! Wanted to thank you for donating to @NVCCF on @Prizeo 😊 You're soooo sweet!
804,39,Limited spread,jimmyfallon,42000000,140,0.072,98,31,160.0,469,“@DougieDancing: Thank you for bringing your comedy tour to Tampa!! You were all hilarious and I had a blast!! Best nigh
805,39,Limited spread,Twitter,55000000,143,0.07,50,12,74.0,461,"@waynebrady And a happy belated New Year to you too. 2017, let's goooo! 🙌"
806,39,Limited spread,YouTube,60000000,144,0.064,68,10,88.0,451,@PhillyD We watched that GIF for way too long. CANNOT LOOK AWAY.
807,39,Limited spread,YouTube,60000000,144,0.045,39,11,61.0,448,@EpicMealTime Glad you liked the book! You all put the Epic back in Meal Time.
808,38,Limited spread,jtimberlake,41000000,140,9.486,13421,6134,25689.0,448,Happy Holidays to everyone! I may or may not be getting blitzed on spiked egg nog right now...
809,38,Limited spread,taylorswift13,83000000,147,6.128,108936,41502,191940.0,428,"Media, when you say ""Lorde &amp; Taylor are fighting""-by fighting do you mean ""FaceTiming constantly from US to NZ and L"
810,38,Limited spread,rihanna,59000000,144,5.25,20701,6439,33579.0,470,Another $old OWT crew!!! Thank you Cincinnati for holding me down! Charlotte... You're next!!! #ANTIWorldTour
811,38,Limited spread,jtimberlake,41000000,140,4.428,6476,2758,11992.0,477,Hope everybody had a great Valentine's Day... I spent mine with the good people of Toronto and we LOVED IT! @THETNKIDS
812,38,Limited spread,TheEllenShow,65000000,145,3.596,14542,3176,20894.0,451,Who wants to go to @theAMAs this Sunday in Hollywood? #Seriously #IHave2Tickets
813,38,Limited spread,jtimberlake,41000000,140,2.13,2174,1797,5768.0,463,Happy Monday folks!! RT #VoteTimberlake #KCA to vote JT for Favorite Male Singer! -teamJT
814,38,Limited spread,ddlovato,41000000,140,2.048,30171,18245,66661.0,466,YES MISSSYYYY!!!!!
815,38,Limited spread,KimKardashian,48000000,142,1.896,9756,2326,14408.0,475,I just had the best brunch today I flew out every fan I follow on social media to celebrate my birthday!!!
816,38,Limited spread,katyperry,95000000,149,1.748,12371,6339,25049.0,449,ONE MORE SHOW 👊 🇬🇧
817,38,Limited spread,ArianaGrande,42000000,140,1.726,32927,18161,69249.0,451,"you know it's good to be home when you tell the guy at customs ""thank you, I love you."""
818,38,Limited spread,ladygaga,64000000,145,1.679,9824,4724,19272.0,464,Ok maybe I'm biased because I know him in real life but BODEN we need you daddy!! 😜 #ChicagoFire
819,38,Limited spread,katyperry,95000000,149,1.673,11363,6307,23977.0,477,WE'RE GOIN FOR DA BEST WORST DRESSED TODAY 💅 #THISISHOWWEDOVMAS
820,38,Limited spread,rihanna,59000000,144,1.645,4969,2777,10523.0,426,"Shout out to all the amazing talent that came out lastnight for the ""THE MONSTER TOUR"" dance auditions! I hope to work w"
821,38,Limited spread,ArianaGrande,42000000,140,1.59,32662,15565,63792.0,476,tried so hard not to cry during problem tn!! not many shows left &amp; it's starting to hit us! thank you Austin for an 
822,38,Limited spread,ArianaGrande,42000000,140,1.504,28303,16026,60355.0,501,mmk love u my babes. ttyl.
823,38,Limited spread,jtimberlake,41000000,140,1.428,2316,775,3866.0,469,"“@victoriabeckham: Good morning NY 🇺🇸 starting the day  with MJ and JT ""love never felt so good"" totally obsessed!!!! X "
824,38,Limited spread,ArianaGrande,42000000,140,1.307,25806,13312,52430.0,469,"actually laughing out loud reading my mentions rn....... love you babies ugh 
""you guys keep me young"" - regina's 
mom"
825,38,Limited spread,TheEllenShow,65000000,145,1.231,5553,799,7151.0,455,"Happy birthday, @DollyParton! 70 years and you still manage to stay afloat."
826,38,Limited spread,KimKardashian,48000000,142,1.211,6996,1103,9202.0,507,Isn't it just called maternity leave? If coming to NYC support my husband &amp; have so enjoyed my time at home with my 
827,38,Limited spread,TheEllenShow,65000000,145,1.162,5003,873,6749.0,450,"Mariah, dah-ling! Happy bah-thday! @MariahCarey"
828,38,Limited spread,KimKardashian,48000000,142,1.057,6148,945,8038.0,446,ok we broke the polls because its not even letting first time voters vote. lol The system must be down! i think we got t
829,38,Limited spread,katyperry,95000000,149,0.982,4352,4869,14090.0,448,1 HOUR TILL #PRISM #LETTHELIGHTIN
830,38,Limited spread,jimmyfallon,42000000,140,0.954,1497,316,2129.0,481,.@FLOTUS I've already got tons of dances ready to go. See you Thursday!! #GimmeFive #MomDancing2
831,38,Limited spread,katyperry,95000000,149,0.879,3500,4555,12610.0,444,"Headed to a baby shower today. Can't wait to play ""Is it baby poop or a melted snickers?"" *pops the yaz*"
832,38,Limited spread,taylorswift13,83000000,147,0.872,8592,9384,27360.0,434,"That Lexington crowd was INCREDIBLE. And 17,000 strong. So happy right now."
833,38,Limited spread,TheEllenShow,65000000,145,0.855,2722,1127,4976.0,449,"Hey, Daly City, CA! I hope you get a lot of rest this weekend because on Monday you’re gonna have a chance to be on my s"
834,38,Limited spread,TheEllenShow,65000000,145,0.719,3395,392,4179.0,455,"Did you do a DIY that turned into an FML? If you did, I wanna see it! Tweet me. #4Ellen https://t.co/x5yQGSQ3fb"
835,38,Limited spread,taylorswift13,83000000,147,0.677,4638,8294,21226.0,488,"So there's gonna be a new song preview from #RED on @GMA tomorrow morning at 7am ET, available on iTunes Tuesday!! Calle"
836,38,Limited spread,selenagomez,45000000,141,0.537,1867,3963,9793.0,445,On my way to @Macys for my fragrance launch!!!!
837,38,Limited spread,ArianaGrande,42000000,140,0.44,9295,4185,17665.0,473,@TheKiaraAna @Adrienne_Woods @ChrysantheTan I love you three so much
838,38,Limited spread,britneyspears,36000000,138,0.387,435,521,1477.0,499,.@fachryspears Always be true to yourself #AskBritneyJean
839,38,Limited spread,justinbieber,91000000,148,0.373,20575,16126,52827.0,470,@SarahBol @FoxFM love it
840,38,Limited spread,jtimberlake,41000000,140,0.342,563,182,927.0,465,"“@KaitlynnYagos: @jtimberlake can you ever respond to me:( 
It will be the best sweet sixteen present ever if you do😭” "
841,38,Limited spread,katyperry,95000000,149,0.335,2085,1359,4803.0,485,@lee_cook but waaaaay more CAT-OUR this time... Wait for it Lee!
842,38,Limited spread,britneyspears,36000000,138,0.313,654,271,1196.0,470,@spe4rsgmez Hehe me too!! 💃💃😘
843,38,Limited spread,ladygaga,64000000,145,0.271,1981,565,3111.0,454,@MarisolMonster haha sure I just mean I love starting my day w it :)
844,38,Limited spread,jimmyfallon,42000000,140,0.142,266,25,316.0,454,“@TinthekeyofC: @jimmyfallon let us play with your look” yes!
845,38,Limited spread,britneyspears,36000000,138,0.078,111,94,299.0,437,@Agentepi2 Yay!!! #WORKBxxCHPremiere
846,38,Limited spread,YouTube,60000000,144,0.075,80,11,102.0,455,@E3 🙌
847,38,Limited spread,jtimberlake,41000000,140,0.069,52,67,186.0,432,"""@Frankny62: @jtimberlake I see some Patron in your future Justin!"" I don't drink dirty tequila. Bam."
848,38,Limited spread,KimKardashian,48000000,142,0.069,412,56,524.0,444,@VivianEmelyG hey doll! Why thank you ❤️
849,38,Limited spread,Twitter,55000000,143,0.044,22,12,46.0,446,@RosalieTinelli Pee-Wee Herman ➡️ Broadway ➡️ Winning tickets ➡️ Love Twitter ➡️ We love you back 💙
850,38,Limited spread,YouTube,60000000,144,0.026,32,2,36.0,448,@GameOverGreggy Well that just looks comfortable.
851,37,Limited spread,shakira,42000000,140,11.842,13006,7743,28492.0,433,The first time in history that a couple both score goals in the Eurocup - Piqué and Shaquiri!!!
852,37,Limited spread,taylorswift13,83000000,147,8.053,133995,59124,252243.0,455,"""hahah it really does sound like Starbucks Lovers..."" -my mom just now who is SUPPOSED TO BE ON MY SIDE 

Smh."
853,37,Limited spread,TheEllenShow,65000000,145,4.801,24024,1936,27896.0,461,.@POTUS I am honored you mentioned me in your last press conference. I’ll make sure to mention you on my last show. ❤️
854,37,Limited spread,selenagomez,45000000,141,4.357,36180,21641,79462.0,420,"My papa- ""who's that young man rappin?"" Me- ""A$AP Rocky""                                 Papa- ""oh he's very good."" (10 "
855,37,Limited spread,selenagomez,45000000,141,4.148,30598,22522,75642.0,476,I'm sorry but did you see my last post? My fans care about others in a manner I can't even begin to explain. Proud. Let'
856,37,Limited spread,jtimberlake,41000000,140,3.055,3846,2213,8272.0,403,"Ok, Memphis... We 'bout to TURN ALL THE WAY UP! Show the #TNKids how wild my hometown can get tonight!!! #JT2020Tour #MT"
857,37,Limited spread,selenagomez,45000000,141,2.651,11591,18373,48337.0,470,Spring Breakers is out now on DVD!!!
858,37,Limited spread,rihanna,59000000,144,2.617,2416,7161,16738.0,455,That's how we ball out! #PoItUp
859,37,Limited spread,TheEllenShow,65000000,145,2.585,9840,2590,15020.0,440,"Happy birthday, @AdamLevine! I’d push my button for you any day."
860,37,Limited spread,KimKardashian,48000000,142,2.407,11063,3618,18299.0,449,I love social media! #SocialMediaAppreciationPost
861,37,Limited spread,selenagomez,45000000,141,2.366,10977,16084,43145.0,457,@britneyspears I can't breath. My life is made! Thank you!!
862,37,Limited spread,Twitter,55000000,143,2.173,901,689,2279.0,430,Two paths diverge in a Tweet. Which direction do you go? Choose your own adventure in this game created by @edent and st
863,37,Limited spread,katyperry,95000000,149,2.125,15843,7299,30441.0,464,🇨🇳🍒FRUIT SISTER IS HERE🍒🇨🇳
864,37,Limited spread,rihanna,59000000,144,1.911,5718,3253,12224.0,453,Ya$$$$$ NYC for staying open til whenevahhh!!!!!! #teamRipt Ramen noodle$ please bring me back...
865,37,Limited spread,jimmyfallon,42000000,140,1.382,2404,340,3084.0,452,We have a new commercial airing during SNL tonight!! #FallonTonight
866,37,Limited spread,katyperry,95000000,149,1.313,6005,6406,18817.0,432,"Having a much deserved cheers after a long day. I'm lifting my glass to ALL of you, couldn't have done it without you. C"
867,37,Limited spread,rihanna,59000000,144,1.204,4014,1842,7698.0,435,“@stunnafenty: @rihanna POST MORE 😩😍” GO to my @facebook page
868,37,Limited spread,ArianaGrande,42000000,140,1.198,23686,12197,48080.0,412,first outdoor show &amp; of course there's a thunderstorm from HELL..... PRAYING THEY LET ME BACK ON STAGE. I NEEDA FINI
869,37,Limited spread,ladygaga,64000000,145,1.19,6899,3381,13661.0,470,Congrats to my @AHSFX costars @MsKathyBates @MsSarahPaulson + Wes Bentley on your @CriticsChoice nominations! Honored to
870,37,Limited spread,jtimberlake,41000000,140,1.136,1941,568,3077.0,410,“@freestylesteve: I Bet @JTimberlake Screaming At The TV now... Memphis/Suns” You know me too well!! Hahaha!
871,37,Limited spread,britneyspears,36000000,138,1.131,775,1762,4299.0,459,"She’s trending!!! #CarlyForTheWin My goodness, THANK U Britney Army. Keep it going!"
872,37,Limited spread,ArianaGrande,42000000,140,1.081,22210,10571,43352.0,434,see you today my Houston babes
873,37,Limited spread,rihanna,59000000,144,0.993,3105,1628,6361.0,443,“@BellaIsEvil: Vodka is bae though.” Hehehe....too early or naw?
874,37,Limited spread,rihanna,59000000,144,0.913,1499,2175,5849.0,444,#CITYofANGELS all my niggaz in da building!!!!!! #DiamondsWorldTour #LA tonight is already MAJOR!! #2ndHeauxmTing
875,37,Limited spread,ddlovato,41000000,140,0.757,9914,7390,24694.0,451,@lordemusic you are the SWEETEST 😍😘💖💖💖
876,37,Limited spread,ArianaGrande,42000000,140,0.753,13933,8158,30249.0,433,"@joangrande oh! so women are only interested in tabloids&amp; if I want to read about cars, business, science I have to "
877,37,Limited spread,ddlovato,41000000,140,0.553,8298,4862,18022.0,446,#TEAMJAKE!!!! @scottkfoley
878,37,Limited spread,taylorswift13,83000000,147,0.494,3486,6006,15498.0,456,"Woke up to the wonderful news, 3 CMA nominations! Entertainer, female, and so excited to be nominated with @thecivilwars"
879,37,Limited spread,ArianaGrande,42000000,140,0.492,12499,3626,19751.0,438,@DChinchilla I'm blocking you
880,37,Limited spread,ladygaga,64000000,145,0.354,1958,1054,4066.0,426,@nilerodgers @FOLDfest DONT TEASE ME NILE WE CAN MAKE MATCHING OUTFITS AND ILL PLAY THE KEYS
881,37,Limited spread,ArianaGrande,42000000,140,0.299,7590,2218,12026.0,430,@rebelyrus i'm gonna let xmas and chill live for a little while. i love that ep v much!!
882,37,Limited spread,britneyspears,36000000,138,0.288,638,231,1100.0,437,@AdamoFilipe Thank you!! Been so proud of all my fans for donating! 😊
883,37,Limited spread,ddlovato,41000000,140,0.234,3503,2062,7627.0,422,@conficold just an annoying cold 🙄
884,37,Limited spread,britneyspears,36000000,138,0.156,255,171,597.0,460,@danwootton Ur so sweet! I'm so happy you love the album &amp; It Should Be Easy! &lt;3
885,37,Limited spread,Twitter,55000000,143,0.121,85,21,127.0,449,@Kettles15 We can't wait either! #Rio2016
886,37,Limited spread,Cristiano,52000000,142,0.119,181,180,541.0,423,@dendisolo thank you guys
887,37,Limited spread,selenagomez,45000000,141,0.118,262,948,2158.0,447,The day is finally here! @RyanSeacrest on my way to see you at @1027KIISFM ! Hope you are excited for my #WhoSaysPremier
888,37,Limited spread,jtimberlake,41000000,140,0.058,28,64,156.0,447,Amazing Game. How did everyone celebrate? http://bit.ly/bczmnV
889,37,Limited spread,YouTube,60000000,144,0.049,65,1,67.0,441,@stacysays We're so excited you could make it! Thanks for being there!
890,36,Limited spread,ArianaGrande,42000000,140,4.286,85454,43247,171948.0,429,How how how how can one have so much hate ????? My heart...... is so broken. Praying for the families of the Orlando vic
891,36,Limited spread,TheEllenShow,65000000,145,3.462,13316,3399,20114.0,431,"Happy birthday, @LadyGaga! Today you can wear whatever you want and no one can say a thing!"
892,36,Limited spread,ddlovato,41000000,140,3.396,40454,35030,110514.0,438,And just remember kids.... When in doubt.... Slay.✨💁🙌
893,36,Limited spread,britneyspears,36000000,138,2.409,4593,2301,9195.0,433,Wishing a happy birthday to my sweet girl @HannahSpears! Can't believe she's already two years old! 🐾🐶
894,36,Limited spread,jtimberlake,41000000,140,1.898,1059,2040,5139.0,401,"RIP George Duke. Funk, Jazz, MUSIC Legend... One of the GREATEST."
895,36,Limited spread,selenagomez,45000000,141,1.588,11044,8959,28962.0,404,I LOVE YOU!! I'm happiest that you get the record now!!! https://t.co/a53uKspuzy
896,36,Limited spread,katyperry,95000000,149,1.568,14693,3893,22479.0,413,🙋🏻#1 fan over here will be in Philly nxt week using my voice 2 support @HillaryClinton! Txt KATY PERRY to 47246 to tune 
897,36,Limited spread,katyperry,95000000,149,1.544,8999,6567,22133.0,453,"Well, that's a great way to wake up! Thank you @TheGRAMMYs for my TWO nominations! Never imagined a lil old song about 🐯"
898,36,Limited spread,ddlovato,41000000,140,1.46,22889,12311,47511.0,420,"""If this is what you truly want...... I can wear her skin... Over mine."" 💀🔪 #LEMONADE"
899,36,Limited spread,jimmyfallon,42000000,140,1.454,2677,283,3243.0,413,We always do something you don't normally see on television. Why stop now? #FreeFalling????? https://t.co/LAhfBgdMha
900,36,Limited spread,ArianaGrande,42000000,140,1.4,35668,10253,56174.0,414,ok back to work 💛 i love you 💛 nineteen days
901,36,Limited spread,TheEllenShow,65000000,145,1.361,5608,1150,7908.0,412,"Happy birthday, @BarackObama! Sending love to you, Michelle, Sasha, Malia, Bo, Sunny and VP Jazzy Joe."
902,36,Limited spread,justinbieber,91000000,148,1.331,68236,60265,188766.0,430,Today is an amazing day
903,36,Limited spread,TheEllenShow,65000000,145,1.203,5307,842,6991.0,425,"It’s so windy in L.A.! In other news, if you’ve seen my giant inflated blue bouncy castle, tweet me."
904,36,Limited spread,jimmyfallon,42000000,140,1.2,2191,243,2677.0,418,Only way @FINALLEVEL can top #NationalPuppyDay is with a baby. That dude never disappoints.#FallonTonight
905,36,Limited spread,jimmyfallon,42000000,140,1.074,1387,504,2395.0,435,"Tonight: Anne Hathaway, @GaelGarciaB, World Series MVP Madison Bumgarner and music from @StevieNicks! #FallonTonight"
906,36,Limited spread,justinbieber,91000000,148,0.867,42468,40208,122884.0,424,WHAT DO YOU MEAN? @Skrillex #1Day it's time http://t.co/lS6oSL9mfd
907,36,Limited spread,ArianaGrande,42000000,140,0.86,17324,8621,34566.0,428,wow no that typi
908,36,Limited spread,Cristiano,52000000,142,0.826,373,1689,3751.0,414,Thank you for your support today! We are happy for today's win and to be on top of the league.
909,36,Limited spread,jimmyfallon,42000000,140,0.79,1241,261,1763.0,420,Hello Australia!!!! @ABC2 #FallonTonight
910,36,Limited spread,justinbieber,91000000,148,0.726,41661,30664,102989.0,435,@JackeeHarry wait... I was naked in that pic?
911,36,Limited spread,britneyspears,36000000,138,0.636,690,869,2428.0,412,@CarlyRoseMusic Thank you Miss Carly Rose!  You inspire me too :)
912,36,Limited spread,jimmyfallon,42000000,140,0.616,828,273,1374.0,435,"“@CELEBUZZ: Wait, what?! @JimmyFallon was a @CalvinKlein model? Guess so: http://t.co/8tL1IDysyV” totes. Always CK."
913,36,Limited spread,britneyspears,36000000,138,0.611,1334,500,2334.0,415,@mattstopera Aww I love these pics! Hope you and @broorange enjoyed the show! Thanks for dancing with me 😉
914,36,Limited spread,taylorswift13,83000000,147,0.592,9793,4387,18567.0,437,"“@laurenaquilina: this week has been nothing but a slow, painful wait for the @taylorswift13 album”
AHH! So sweet! PS I"
915,36,Limited spread,ArianaGrande,42000000,140,0.553,15021,3594,22209.0,398,@mishalambert you are my inspiration 👯
916,36,Limited spread,shakira,42000000,140,0.479,355,401,1157.0,434,Time to narrow down #TeamShakira for Live Shows! Who do you all think will make it through #Knockouts? #WatchingKnockout
917,36,Limited spread,selenagomez,45000000,141,0.444,1016,3547,8110.0,431,Feels so good to be home.  I love you Dallas!
918,36,Limited spread,jtimberlake,41000000,140,0.418,178,478,1134.0,426,"""@MattMorris: It's amazing how often people mistake assholery for righteousness."" Werd."
919,36,Limited spread,ArianaGrande,42000000,140,0.381,8610,3346,15302.0,448,@DayDreamLikeAri i remember u! thank u &amp; love u
920,36,Limited spread,taylorswift13,83000000,147,0.305,4280,2650,9580.0,416,@mollyshafferr love you 375 days a year.
921,36,Limited spread,britneyspears,36000000,138,0.289,565,270,1105.0,407,@obriennipples Fancy! I love the video so much #PrettyGirlTalk
922,36,Limited spread,ddlovato,41000000,140,0.224,3464,1927,7318.0,435,@BradPaisley Reba McEntire?
923,36,Limited spread,selenagomez,45000000,141,0.146,379,1141,2661.0,442,Blasting Shakira in the car with my cousin.... Stoked for my show in my hometown!!!! :)
924,36,Limited spread,jtimberlake,41000000,140,0.138,87,143,373.0,393,@danawhite Good luck this weekend. HUGE fight... UFC 156!! #Respect
925,36,Limited spread,britneyspears,36000000,138,0.103,149,123,395.0,441,@jessynusbaum i'm glad you love it - it's one of my favorites!
926,36,Limited spread,katyperry,95000000,149,0.095,332,518,1368.0,419,@RonanFarrow you better preach
927,36,Limited spread,YouTube,60000000,144,0.093,87,20,127.0,444,@NASA That gas giant looks GREAT. Good luck @NASAJuno!
928,36,Limited spread,YouTube,60000000,144,0.071,77,10,97.0,462,"@mitchellmoffit @Whalewatchmeplz What an inspiring, emotional video. AsapSCIENCE? More like AsapFEELINGS. #ProudToBe"
929,36,Limited spread,YouTube,60000000,144,0.067,80,6,92.0,425,@GloZell @kandeejohnson @Awestruck 😱 It’s a whole new you!
930,36,Limited spread,selenagomez,45000000,141,0.065,165,515,1195.0,439,Good! :) RT @msiimon: @selenagomez after having the crappiest day ever this picture made me laugh out loud! (literally) 
931,36,Limited spread,Cristiano,52000000,142,0.052,70,83,236.0,390,"Welcome @Pansita34, new to Twitter, just in time to win for @Twitchange. Thanks for supporting!"
932,36,Limited spread,jtimberlake,41000000,140,0.037,37,32,101.0,436,".@LiveUrLife_15 Oh, you sweet loyals... I like them. I like them just fine."
933,36,Limited spread,YouTube,60000000,144,0.037,36,7,50.0,406,@anthemlights Thanks for visiting! Hope you had fun!
934,36,Limited spread,jtimberlake,41000000,140,0.033,24,33,90.0,439,"Thank you, glad you liked it! I would probably spend it with my family. #InTime @ms_alyona"
935,36,Limited spread,jtimberlake,41000000,140,0.031,22,31,84.0,435,.@Mz908 I know! Somebody jumped on that one...
936,36,Limited spread,jimmyfallon,42000000,140,0.02,28,8,44.0,440,@kimkhazeion7 thanks for the book!!
937,36,Limited spread,YouTube,60000000,144,0.014,15,2,19.0,457,@Studio100 Congrats #K3!
938,35,Limited spread,rihanna,59000000,144,4.62,5319,12113,29545.0,446,I got my eyes on you
939,35,Limited spread,instagram,45000000,141,4.181,3341,1177,5695.0,449,“Making art gives you a reason to love yourself.” —@vandheur
940,35,Limited spread,jimmyfallon,42000000,140,4.013,4612,2171,8954.0,412,I can't wait for tomorrow!! #SNL
941,35,Limited spread,TheEllenShow,65000000,145,3.967,12042,5503,23048.0,416,".@kendricklamar, you are brilliant. #GRAMMYs"
942,35,Limited spread,rihanna,59000000,144,3.77,7902,8106,24114.0,417,Ooohhhhhh SHIIIIITTTT!!!!!
943,35,Limited spread,taylorswift13,83000000,147,3.701,31802,42064,115930.0,436,There are 13's EVERYWHERE. This is PERFECT.
944,35,Limited spread,KimKardashian,48000000,142,3.108,10099,6764,23627.0,415,😂😂😂 @ddlovato dammnnnnn Regina!!!!!
945,35,Limited spread,Cristiano,52000000,142,1.981,1106,3936,8978.0,395,Thank you all for the happy birthday messages. It's great to feel your kind support.
946,35,Limited spread,shakira,42000000,140,1.727,1202,1474,4150.0,409,¡Hoy es el día! ¿Están preparados? #CantRememberToForgetYou @Rihanna ShakHQ
947,35,Limited spread,TheEllenShow,65000000,145,1.718,7113,1433,9979.0,445,"Happy birthday, @EmWatson and @SethRogen! Or as you might know them, Hermione and Seth Rogen."
948,35,Limited spread,katyperry,95000000,149,1.65,14309,4665,23639.0,408,You put the con in confidence! @joanneprada
949,35,Limited spread,KimKardashian,48000000,142,1.542,9786,967,11720.0,402,Make sure you guys all tune in for the premiere of @khloekardashian's new show #RevengeBody!! Tonight at 8/7c on E!
950,35,Limited spread,britneyspears,36000000,138,1.454,2759,1384,5527.0,423,And the signed T's are officially sold out! Thank you SO MUCH to my fans who donated. Your big hearts make me so proud! 
951,35,Limited spread,ArianaGrande,42000000,140,1.419,28478,14227,56932.0,429,"love y'all. thank you again, Tampa for a magical night. 🌙"
952,35,Limited spread,ArianaGrande,42000000,140,1.297,26053,12981,52015.0,414,"see you soon, philly babes!!"
953,35,Limited spread,ddlovato,41000000,140,1.279,18713,11460,41633.0,402,Wow.... the lights just started flickering. #mynightingale #chills #imissyou
954,35,Limited spread,katyperry,95000000,149,1.077,8138,3646,15430.0,423,"Won't let this day be done without a big HAPPY BIRTHDAY to my amazing brother @sirdavidD follow him, he's full of light "
955,35,Limited spread,ddlovato,41000000,140,1.074,15922,9516,34954.0,399,Finally finished @serial. Sarah Koenig - let's please get in touch and talk about the case and swap theories!!!!
956,35,Limited spread,ddlovato,41000000,140,1.039,17739,8035,33809.0,413,Congrats @TheEllenShow on your @PeoplesChoice Favorite Humanitarian Award for @StJude!!! ❤️ #PCAs
