author,followers_raw,author_followers,score,verdict,reach_median,likes,retweets,engagement,rel_amp,tweet
ladygaga,64000000,145,7,Likely to fizzle,178,3396,2134,7664.0,0.668,"🎺last night I will never forget, I got to wear this beautiful Cavalli and watch Tony and my PBS… http://t.co/g1W2VDxry7"
ddlovato,41000000,140,27,Limited spread,323,3071,1177,5425.0,0.166,@beatriz_camara much better!! Thanks for asking!
jimmyfallon,42000000,140,4,Likely to fizzle,140,1580,1149,3878.0,1.738,"Set your DVRs tonight for the premiere of our @BreakingBad_AMC parody ""Joking Bad"" 12:37 NBC #LateNight #JokingBad http:"
Twitter,55000000,143,4,Likely to fizzle,143,1268,457,2182.0,2.08,The #GIFparty is moving to Direct Messages! Invite friends to a private afterparty and GIF like nobody's watching. https
BarackObama,78000000,147,4,Likely to fizzle,147,5698,1511,8720.0,2.474,"""There's something sacred about this place."" —President Obama on Yosemite National Park https://t.co/BOsfJ0C9W7"
TheEllenShow,65000000,145,6,Likely to fizzle,167,3197,864,4925.0,0.847,.@TheLaurenGraham told me the name of the new show —  Gilmore Girls: A Year In The Life! https://t.co/cJX3jvXY4E
KimKardashian,48000000,142,4,Likely to fizzle,142,5248,886,7020.0,0.923,Of course had to see @rockie91 🎭🃏 http://t.co/FMHBMAsi62
rihanna,59000000,144,21,Likely to fizzle,281,8194,5171,18536.0,2.898,“@PhuckMarqy: I can't even sleep with the thought of new music coming out soon.” Me errr night
britneyspears,36000000,138,3,Likely to fizzle,138,2597,1409,5415.0,1.419,#Dips are the new thing 💁 http://t.co/3I39F8QyYP @funnyordie
katyperry,95000000,149,19,Likely to fizzle,256,7287,1946,11179.0,0.779,"WOAH. Was floored by my bestie @shannonwoodward last night in @WestworldHBO I'm foaming at the mouth for more, questioni"
shakira,42000000,140,21,Likely to fizzle,272,546,876,2298.0,0.952,In a few minutes it will be our baby's first time on stage and precisely at a football event! Magic Shak
shakira,42000000,140,4,Likely to fizzle,140,223,275,773.0,0.32,Here's Shakira meeting with some fans before today's @Sephora event in Paris... ShakHQ http://t.co/9G2z3ZYw6y
ladygaga,64000000,145,18,Likely to fizzle,256,17283,11585,40453.0,3.525,"Merry Christmas monsters, today has been the happiest day of my life. Have a peaceful and healthy holiday.❤️"
Cristiano,52000000,142,4,Likely to fizzle,145,1278,1305,3888.0,0.858,Want to compete in Round One of @GAMEbyRonaldo? Register now: http://t.co/HYlXbMhaL4
instagram,45000000,141,8,Likely to fizzle,187,1834,404,2642.0,1.94,"“If it helps one little girl go, ‘Maybe I could skateboard, maybe I could play ice hockey,’ it will all be worth it.” —C"
rihanna,59000000,144,10,Likely to fizzle,217,1945,3231,8407.0,1.315,Bye bye #BILBAO  :( thank you so much for being phucking epic!!! http://t.co/6qIXN6Nxmu
Cristiano,52000000,142,7,Likely to fizzle,181,255,385,1025.0,0.226,Not a follow back but a retweet “@_d0llywood: imagine getting a followback from @cristiano .. make my night and follow m
BarackObama,78000000,147,4,Likely to fizzle,147,8545,2025,12595.0,3.574,"Women, the sick, survivors—they all deserve fair treatment in our health care system. #Obamacare https://t.co/G948HN7pzV"
jimmyfallon,42000000,140,19,Likely to fizzle,252,1327,251,1829.0,0.82,Always a great guest: @TheRock outdoes himself tonight. #fungobros #JackinBros #hercules
TheEllenShow,65000000,145,4,Likely to fizzle,145,3267,253,3773.0,0.649,"My producer, Daniel Leary, welcomed beautiful twin boys over the weekend. Hope he was tired of sleeping. https://t.co/IH"
jimmyfallon,42000000,140,35,Limited spread,399,304,290,884.0,0.396,Nashville feeling the love from me? @rotiers2413 CHEESEBURGERS!!! http://t.co/TaelPfilMZ
Cristiano,52000000,142,21,Likely to fizzle,278,199,304,807.0,0.178,Um abraço “@pgpily: @Cristiano Gostariame muito Si escribises en Portugués. Saudos crak!!”
jimmyfallon,42000000,140,9,Likely to fizzle,199,1063,213,1489.0,0.667,"Fun show tonight: @maddow, @artiequitter plus music from @Mike___McDonald + @TheDoobieBros! #FallonTonight"
YouTube,60000000,144,4,Likely to fizzle,144,604,95,794.0,0.582,"Meet Kadiatu Kamara, the only woman surfer in Sierra Leone. https://t.co/Hwb98ZveUY https://t.co/vUVrTR5KBU"
ddlovato,41000000,140,4,Likely to fizzle,140,16169,10874,37917.0,1.165,Showing off my #DevonneByDemi fresh face this #NoMakeupMonday!! I wanna see all your beautiful fresh… http://t.co/VTEF0l
jtimberlake,41000000,140,30,Limited spread,343,3547,4086,11719.0,4.328,RT #VoteTimberlake #KCA to vote JT for Favorite Male Singer!! -teamJT
instagram,45000000,141,4,Likely to fizzle,141,1461,245,1951.0,1.432,"#WeeklyFluff, adopted Turkish feline foursome edition https://t.co/nGkSblyndm"
rihanna,59000000,144,25,Limited spread,311,14821,15792,46405.0,7.256,I'm so sick o dat same ol love #barz
selenagomez,45000000,141,4,Likely to fizzle,141,5753,7837,21427.0,1.175,Paris http://t.co/FrEuyhNqOg
ddlovato,41000000,140,78,Viral potential,1000,5453,3387,12227.0,0.375,@mari_clopes my biff?? DUHHHH!!! Best friend I've ever had
selenagomez,45000000,141,4,Likely to fizzle,141,11439,9889,31217.0,1.712,"My film @RudderlessMovie opens Today! AH (http://t.co/dHr4OfKB3G), On Demand or on Digital HD http://t.co/Gdpipkafco"
katyperry,95000000,149,14,Likely to fizzle,226,13320,5118,23556.0,1.644,Operate in the light.
jimmyfallon,42000000,140,62,Has legs,810,2106,390,2886.0,1.294,"Hashtag game! Tweet a story about something funny, weird, or embarrassing you've had to do and tag it with #HadToDoIt. C"
Twitter,55000000,143,4,Likely to fizzle,143,1618,811,3240.0,3.089,"#DayOne begins right now.

The 45th U.S. Presidential #Inauguration is streaming LIVE.

https://t.co/cXqjEOQqZn"
Cristiano,52000000,142,5,Likely to fizzle,158,5704,1534,8772.0,1.936,Happy to partner with @PestanaHotels! https://t.co/3o0cIBeVt3
katyperry,95000000,149,15,Likely to fizzle,228,12254,6896,26046.0,1.817,Personally. Wish there was a global cell sabbath every week so we could all breath again...
BarackObama,78000000,147,4,Likely to fizzle,147,4514,1799,8112.0,2.302,Watch as President Obama tackles four common myths about our economy. https://t.co/9DdBoFj9y2
jtimberlake,41000000,140,4,Likely to fizzle,140,5672,2175,10022.0,3.701,Midnight ET / 9 PM PT Tonight. #CantStopTheFeeling #FeelingIt #CountdownDance https://t.co/0U22nDANch
TheEllenShow,65000000,145,4,Likely to fizzle,145,2121,423,2967.0,0.51,Happy #GivingTuesday! Here are some of my all-time favorite moments of giving back. There’s nothing better. https://t.co
YouTube,60000000,144,12,Likely to fizzle,217,522,111,744.0,0.545,"Bro, do you even drift? https://t.co/yr4B3wE1Sw https://t.co/FioLxI2xOw"
justinbieber,91000000,148,4,Likely to fizzle,148,42602,33368,109338.0,0.771,#soon :) https://t.co/ZWMJvhasht
ladygaga,64000000,145,7,Likely to fizzle,166,9279,3475,16229.0,1.414,"Love this 🎤💋✌️️⚡️ “Lady Gaga's discography” by @austriamonster

https://t.co/F0GIcEcXOu"
cnnbrk,25000000,134,3,Likely to fizzle,134,394,154,702.0,0.509,"Man who helped plan terror attack on a cafe in Bangladesh was killed in a shootout with police, officials say. https://t"
taylorswift13,83000000,147,4,Likely to fizzle,147,62821,20523,103867.0,3.316,"Meeting my boy:)
@Jaime_King @kyle_newman http://t.co/fQq3KWzfGA"
taylorswift13,83000000,147,4,Likely to fizzle,147,8080,5075,18230.0,0.581,"So hey, let's be friends! 

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/Pel7esTksd"
instagram,45000000,141,4,Likely to fizzle,141,568,126,820.0,0.602,A crochet dog attempts a playful getaway #WHPescape https://t.co/sEQivH8264
Cristiano,52000000,142,4,Likely to fizzle,142,55635,12657,80949.0,17.858,Spend time with my little man 💋❤️👌🏼🔝 https://t.co/3Z16m343WV
justinbieber,91000000,148,4,Likely to fizzle,148,56380,44763,145906.0,1.029,Canoeing with jazzy and Jaxo http://t.co/bwBrqh5GrW
instagram,45000000,141,4,Likely to fizzle,141,1545,335,2215.0,1.626,Like. Love. Affection. Romance. A double tap. All month long. #IGHearts https://t.co/hbM8esrYkm https://t.co/JtQXnXxHHW
selenagomez,45000000,141,4,Likely to fizzle,141,16176,11460,39096.0,2.144,"Honestly, I don't speak up much because it's simply *always* taken out of context. But I don't take… http://t.co/IWmAym4"
instagram,45000000,141,4,Likely to fizzle,141,2169,533,3235.0,2.375,The Week on Instagram | 207 https://t.co/1yWM5IZudm https://t.co/tg5R6wv6ng
BarackObama,78000000,147,4,Likely to fizzle,147,2046,1115,4276.0,1.213,WATCH: Find out why President Obama is heading to Alaska at the end of the month. http://t.co/UyAmOWgqcG
BarackObama,78000000,147,17,Likely to fizzle,237,1795,676,3147.0,0.893,"""Let's get something out of the way up front: I am not singing today."" —President Obama"
ArianaGrande,42000000,140,13,Likely to fizzle,227,15571,5141,25853.0,0.644,thank you my love  https://t.co/6flZfRrlbd
britneyspears,36000000,138,28,Limited spread,339,121,145,411.0,0.107,@FansCIubBritney Me either!
selenagomez,45000000,141,35,Limited spread,432,702,1524,3750.0,0.206,@AwwDelta That's is the most unique compliment I have ever gotten..... I think LOL
rihanna,59000000,144,17,Likely to fizzle,246,2553,1489,5531.0,0.864,“@KontomitrosNick: Guys keep posting your Rihanna pics on IG  with #iHeartRihanna cuz Ma homies are catching up”
ladygaga,64000000,145,18,Likely to fizzle,244,1660,982,3624.0,0.316,"@AmyGrimesSuxx I feel like I want to cry, and like I want to rip heads off the world with the freedom of the artRave"
selenagomez,45000000,141,4,Likely to fizzle,141,16167,10170,36507.0,2.002,I promise we are adults. http://t.co/EzG9Mn91XY
jimmyfallon,42000000,140,4,Likely to fizzle,140,881,210,1301.0,0.583,We hired a scientist to find out exactly what is in Will Forte's (@OrvilleIV) beard https://t.co/MXXHynPJOR #FallonTonig
KimKardashian,48000000,142,4,Likely to fizzle,142,2306,309,2924.0,0.384,😘😘😘 https://t.co/h5F8hnRHdy
YouTube,60000000,144,5,Likely to fizzle,164,935,136,1207.0,0.884,"OMG, how awkward can a house party be? Find out on the latest episode of #SingleBy30. 😳  https://t.co/vAYsJcBPSz https:/"
selenagomez,45000000,141,4,Likely to fizzle,141,4490,6056,16602.0,0.91,London. Night 1 http://t.co/olNedGFDQw
instagram,45000000,141,4,Likely to fizzle,141,1705,451,2607.0,1.914,“Every kind of emotion you can have as a human being can be tied to the moods of the ocean.” —@RayCollinsPhoto https://t
instagram,45000000,141,4,Likely to fizzle,141,592,129,850.0,0.624,"Featured submissions from this weekend’s hashtag project: #WHPmagic
https://t.co/txadOAqtbO https://t.co/CAFbycTyGA"
shakira,42000000,140,4,Likely to fizzle,140,4174,908,5990.0,2.49,"Más de 750 millones de streams para La Bicicleta y Chantaje en el mundo! Noche increíble, gracias a los fans! Shak https"
YouTube,60000000,144,4,Likely to fizzle,144,694,99,892.0,0.653,"Can’t do that, 
can’t do that, 
tried to do that and almost died, 
can’t do that … 

Best of @KumaKumaFilms 2016 →…"
shakira,42000000,140,12,Likely to fizzle,195,1024,781,2586.0,1.075,I never knew I made so many faces! Shak http://t.co/2qRrqrBFRo  @MTV
TheEllenShow,65000000,145,4,Likely to fizzle,155,22610,10838,44286.0,7.622,Thanks @MileyCyrus for playing this with me. You are a #HappyHippie. https://t.co/3PO07Aoi9i
KimKardashian,48000000,142,9,Likely to fizzle,196,2014,305,2624.0,0.345,"LABOR DAY BBQ VIBES
https://t.co/8oK7aDIG9w"
ArianaGrande,42000000,140,66,Has legs,867,36769,23439,83647.0,2.085,"love you, my babies ✨"
ddlovato,41000000,140,4,Likely to fizzle,140,17584,12338,42260.0,1.299,Forgot to post this a while back... Let's start a new Twitter/Instagram trend: #NoMakeupMonday... Why?… http://t.co/mYKg
jtimberlake,41000000,140,4,Likely to fizzle,140,3097,1468,6033.0,2.228,Btw... http://t.co/ngLVs3TohK
KimKardashian,48000000,142,4,Likely to fizzle,142,2808,646,4100.0,0.539,#NewUpdateAlert obsessed with @NeNeLeakes &amp; get glam tips from @jenatkinhair @MakeupByMario #KimKardashianGame http:
Cristiano,52000000,142,13,Likely to fizzle,220,145,916,1977.0,0.436,Real Madrid 3- Getafe 2. Welcome back @RealKaka.
britneyspears,36000000,138,6,Likely to fizzle,166,3752,2642,9036.0,2.367,Loved working with you for #TomsDiner @GiorgioMoroder! Congrats on your incredible album! http://t.co/SyNFRDPjER
BarackObama,78000000,147,4,Likely to fizzle,147,1767,568,2903.0,0.823,"Employers have added an average of 213,000 jobs a month over the past six months. We have to keep up this progress. http"
ladygaga,64000000,145,5,Likely to fizzle,163,6301,2038,10377.0,0.904,So cool I love my fans u rock! @TeraBrite #PerfectIllusion #covers https://t.co/QeUSZAH6f0
YouTube,60000000,144,37,Limited spread,441,65,1,67.0,0.049,@stacysays We're so excited you could make it! Thanks for being there!
justinbieber,91000000,148,34,Limited spread,402,64498,53546,171590.0,1.21,Europe I've missed you. #WhatDoYouMean
Twitter,55000000,143,4,Likely to fizzle,143,937,193,1323.0,1.261,"Here's to you, @ChrisRock for taking us behind the scenes and keeping it real while hosting the Oscars. #LoveTwitter htt"
katyperry,95000000,149,5,Likely to fizzle,163,6496,3421,13338.0,0.93,Don't forget @hernameisbanks debut record GODDESS came out today &amp; it is MAGNIFICENT! https://t.co/Ja42jyk9X7 #dontf
cnnbrk,25000000,134,3,Likely to fizzle,134,341,231,803.0,0.582,"US swimmer Ryan Lochte apologizes for not being ""more careful and candid"" in how he described events in Rio. https://t.c"
selenagomez,45000000,141,4,Likely to fizzle,141,889,2152,5193.0,0.285,Shawn knows women well... for our last show together he bought me flowers and cupcakes http://t.co/Xs9euj5K
YouTube,60000000,144,4,Likely to fizzle,154,1510,188,1886.0,1.382,Share your own songs with #ScarePewdsRemix! We’ll be watching for them with @pewdiepie. https://t.co/5mYTWg5Dy2
cnnbrk,25000000,134,3,Likely to fizzle,134,250,202,654.0,0.474,Police chief: Videos show no robbery committed against US swimmers in Rio. Security guard pointed a gun at them. https:/
YouTube,60000000,144,51,Has legs,524,19,5,29.0,0.021,@DonSiblon Such an amazing #ProudToBe story. Thank you for this!
katyperry,95000000,149,4,Likely to fizzle,149,3321,991,5303.0,0.37,@TheoLagu https://t.co/3LCMO8YrbH
justinbieber,91000000,148,14,Likely to fizzle,229,31858,24623,81104.0,0.572,@carlyraejepsen have fun
shakira,42000000,140,4,Likely to fizzle,140,1126,554,2234.0,0.925,"Falta UN DÍA para @ACMawards! Shak y @blakeshelton interpretarán ""Medicine"". Se emitirá en USA en CBS a las 8/7c SHQ htt"
jimmyfallon,42000000,140,17,Likely to fizzle,248,4172,2692,9556.0,4.283,Mark Zuckerberg says the NSA spies on Americans too much. Talk about the pot unfriending the kettle. #fallonmono
justinbieber,91000000,148,6,Likely to fizzle,172,52642,46576,145794.0,1.029,Happy #SORRY #halloween https://t.co/Bg8xAgPojl
YouTube,60000000,144,4,Likely to fizzle,144,1144,164,1472.0,1.078,I be trippn too when tha ice cream man come around -Snoop https://t.co/PdtzW7zpMO #SnoopaVision https://t.co/5j35raNGhf
justinbieber,91000000,148,19,Likely to fizzle,266,19633,16680,52993.0,0.374,@JohnLeguizamo we are still here shooting
katyperry,95000000,149,28,Limited spread,351,3828,3038,9904.0,0.691,UK! GUESS WHAT? I've added 2 MORE SHOWS on #THEPRISMATICWORLDTOUR! Birmingham 5/14 &amp; Manchester 5/24. On sale FRI! h
Twitter,55000000,143,5,Likely to fizzle,155,458,125,708.0,0.675,"Second half of #DENvsSD is happening now! 🏈

Tap ⬇️ to watch #TNF streaming LIVE on Twitter.
https://t.co/eCsgy1y604"
justinbieber,91000000,148,28,Limited spread,335,39460,33585,106630.0,0.752,@TeenVogue @justinbeiber just spell my name right please. Lol
Cristiano,52000000,142,61,Has legs,862,67,119,305.0,0.067,@rioferdy5 Really? so we need to organize that. I can show you some great restaurants
YouTube,60000000,144,17,Likely to fizzle,249,166,23,212.0,0.155,@GloZell a CLASSIC.
TheEllenShow,65000000,145,4,Likely to fizzle,145,2632,343,3318.0,0.571,Jim Parsons told me 3 things he would bang in this round of 5 Second Rule. https://t.co/JxWoR1SRUb https://t.co/afif4lgA
ArianaGrande,42000000,140,4,Likely to fizzle,140,19854,9592,39038.0,0.972,when we didn't have time to put together what we had originally planned so we went to my garage and… https://t.co/q3yfrL
Cristiano,52000000,142,4,Likely to fizzle,142,19104,3730,26564.0,5.86,I train fast to play fast. Thanks @niketraining for the new Nike Train Ultrafast Flyknit (https://t.co/3pz5B5KUfK)💪🏽 htt
YouTube,60000000,144,38,Limited spread,448,32,2,36.0,0.026,@GameOverGreggy Well that just looks comfortable.
selenagomez,45000000,141,4,Likely to fizzle,141,6038,8265,22568.0,1.238,I've adapted http://t.co/bVS1rO1H0X
BarackObama,78000000,147,4,Likely to fizzle,147,1241,582,2405.0,0.682,America needs to #LeadOnTrade by making sure any deal lives up to our values. (graphic via @WhiteHouse) http://t.co/TqJA
shakira,42000000,140,4,Likely to fizzle,140,207,416,1039.0,0.43,Wow! One million views for the #GetItStarted video already! Thanks guys. Shak http://t.co/g6xZ3Dhi
cnnbrk,25000000,134,3,Likely to fizzle,134,525,223,971.0,0.704,President-elect Trump says his companies will do no new deals while he is in office. https://t.co/O3jih87d9A https://t.c
cnnbrk,25000000,134,3,Likely to fizzle,134,756,360,1476.0,1.07,"BREAKING: Donald Trump will win Montana’s 3 electoral votes, CNN projects https://t.co/tlDCvOP2TE #ElectionNight https:/"
britneyspears,36000000,138,62,Has legs,804,103,117,337.0,0.088,@923NowFM @radiodotcom Love y'all! Getting to WORK!
ladygaga,64000000,145,4,Likely to fizzle,145,73485,44067,161619.0,14.084,❤️🇺🇸I want to live in a #CountryOfKindness where #LoveTrumpsHate https://t.co/Eni145YgW1
ddlovato,41000000,140,29,Limited spread,356,11739,7986,27711.0,0.85,I had to give a shout out to one of the most #CONFIDENT women I know!! ❤️🙌🏼 @RondaRousey
britneyspears,36000000,138,28,Limited spread,342,1580,3528,8636.0,2.263,"The radio #WORKBxxCHPremiere is now happening at 3pm ET- tune in to your local station, @iHeartRadio,or @radiodotcom to "
