rank,rank_error,signed_error,score,score_pct,rel_amp,actual_rel_amp_pct,reach_median,reach_median_pct,engagement,engagement_pct,reach_vs_eng_error,verdict,author,likes,retweets,tweet
132,0.61,0.61,4,27.7,0.602,27.09,147,42.96,2122.0,27.78,15.19,Likely to fizzle,BarackObama,1228,447,This is a free trip for two to our nation's capital—and you'll get to meet President Obama: http://t.co/XjDszqhuEZ
133,0.61,0.61,4,27.7,0.602,27.09,142,23.88,4583.0,46.94,23.06,Likely to fizzle,KimKardashian,3305,639,#SISTERSUNDAY https://t.co/FJCGiK6q7I https://t.co/qmG9O6KGud
134,0.62,0.62,60,97.26,6.606,96.64,806,97.67,14739.0,69.42,28.25,Has legs,jimmyfallon,11561,1589,I have the best fans in the world. Thank you!! LOVE.
135,0.62,-0.62,12,67.85,1.495,68.46,210,67.72,48624.0,89.63,21.91,Likely to fizzle,ddlovato,21188,13718,UK!!! See you at #R1LiveLoungeMonth!!! 😜😜 http://t.co/S15op6jp7X
136,0.62,-0.62,10,64.28,1.363,64.9,197,64.42,10356.0,63.05,1.37,Likely to fizzle,KimKardashian,7274,1541,THE LOOK: NATURAL DAYTIME https://t.co/ncuv95apoE https://t.co/uUklkekI7q
137,0.64,0.64,12,67.85,1.443,67.21,213,68.42,1964.0,26.05,42.37,Likely to fizzle,YouTube,1538,213,Can he hear you now? Yes. https://t.co/GICGsEZ3fw https://t.co/fBEtoWXZ23
138,0.64,-0.64,4,27.7,0.622,28.34,140,9.41,1388.0,18.15,8.74,Likely to fizzle,jimmyfallon,896,246,.@McConaughey and I play Facebreakers  http://t.co/uWVnJDBh04  #FallonTonight
139,0.64,-0.64,4,27.7,0.622,28.34,142,23.88,2818.0,34.75,10.87,Likely to fizzle,Cristiano,1324,747,"@Cristianodane, I'm looking forward to meeting you and your best friend in Madrid soon. http://t.co/9NdDOLOH7k"
140,0.65,-0.65,13,69.69,1.568,70.34,221,70.52,3498.0,40.18,30.34,Likely to fizzle,jimmyfallon,1932,783,We crammed it all into two hours of madness. Tomorrow at 9 #BestOfFallon
141,0.66,0.66,51,95.32,4.981,94.67,616,95.1,31857.0,83.05,12.05,Has legs,rihanna,18929,6464,"#BALTIMORE you were an absolute joy to be a part of last night! Thank you, I enjoyed you so much! #BOSTON you're up! #AN"
142,0.66,0.66,8,60.65,1.219,60.0,177,59.56,4653.0,47.22,12.34,Likely to fizzle,britneyspears,1793,1430,Cool!! Does it smell nice too? ;) RT @PaulinaDe #10yearsofBritney so awesome to see this outside http://t.co/gbxCL0gigi
143,0.67,-0.67,10,64.28,1.364,64.95,196,64.14,42707.0,88.19,24.05,Likely to fizzle,taylorswift13,17845,12431,"ALS Ice Bucket Challenge ACCEPTED and met at our VMA rehearsal:
https://t.co/3ANMs9kf57"
144,0.67,0.67,4,27.7,0.601,27.03,145,36.99,3493.0,40.14,3.16,Likely to fizzle,TheEllenShow,2425,534,"You only have two more days to win gifts from #Ellens12Days! Here’s your chance for today. https://t.co/7VSOZ5vvig
http"
145,0.67,0.67,4,27.7,0.601,27.03,140,9.41,1341.0,17.46,8.05,Likely to fizzle,jimmyfallon,997,172,.@TherealTaraji and I team up against @questlove and @blackthought in a game of Password https://t.co/WJX7avLbj4 #Fallon
146,0.68,0.68,23,82.64,2.225,81.96,286,81.95,25537.0,78.79,3.17,Likely to fizzle,ladygaga,12869,6334,@lorde thank you so much ! you're a real sweetie. thanks for believing in that girl so she could live her dreams 💘
147,0.7,-0.7,14,71.59,1.648,72.28,233,73.72,4463.0,46.26,27.46,Likely to fizzle,jtimberlake,3105,679,"Tune in to watch JT present the @ESPYS Icon Award to @KobeBryant, #PeytonManning and @AbbyWambach TONIGHT. 8pm ET on @AB"
148,0.7,-0.7,4,27.7,0.623,28.39,144,31.6,850.0,9.91,21.7,Likely to fizzle,YouTube,644,103,The baddest minton you’ll see today. https://t.co/inCkoHl9Ub https://t.co/0J6ZtU8LxR
149,0.7,-0.7,4,27.7,0.623,28.39,140,9.41,25031.0,78.4,68.99,Likely to fizzle,ArianaGrande,13431,5800,"we have like a thousand at this point.... ""babes"" feels most natural to me but you are indeed ""honorary Grandes"". https:"
150,0.71,0.71,21,80.9,2.074,80.2,276,80.85,29719.0,81.74,0.89,Likely to fizzle,katyperry,10209,9755,An incredible birthday &amp; all ur birthday messages. I saw so MANY of them &amp; my ❤️ was filled with so much ❤️ I ha
151,0.71,0.71,10,64.28,1.32,63.57,185,61.54,52941.0,90.61,29.07,Likely to fizzle,ArianaGrande,25895,13523,the pups were safe and sound thanks to frankie but it was indeed a terrible experience. no animal / human should be trea
152,0.71,0.71,4,27.7,0.6,26.99,140,9.41,24109.0,77.66,68.25,Likely to fizzle,ArianaGrande,13835,5137,y'all cute wtf  https://t.co/WB3JxtqEg1
153,0.72,0.72,6,56.14,1.105,55.42,177,59.56,15824.0,70.74,11.18,Likely to fizzle,katyperry,10156,2834,😩me and you when we fight😩 https://t.co/yeFbCoV3us
154,0.73,-0.73,24,83.33,2.42,84.05,298,83.15,27771.0,80.4,2.76,Likely to fizzle,ladygaga,14183,6794,Here it is! Get #AYO my new song here and/or pre-order my new album out FRIDAY! https://t.co/vmCs25NorY
155,0.73,-0.73,14,71.59,1.649,72.32,241,75.32,53658.0,90.73,15.41,Likely to fizzle,ddlovato,24498,14580,Father's Day was rough this year but knowing I still have an incredible Dad made everything so much easier. I love you @
156,0.74,-0.74,18,77.61,1.945,78.35,262,79.03,27876.0,80.5,1.47,Likely to fizzle,katyperry,17484,5196,"""The taco honors the truck"" a wise proverb by @thejgold 🙏🏼🌮🙏🏼"
157,0.74,0.74,4,27.7,0.599,26.96,145,36.99,6878.0,54.73,17.74,Likely to fizzle,ladygaga,2900,1989,5 star review of the #artRAVEManchester http://t.co/Xt6quU9vuQ
158,0.74,0.74,4,27.7,0.599,26.96,144,31.6,3834.0,42.67,11.07,Likely to fizzle,rihanna,1186,1324,She. x TrapstaR http://t.co/kz7CfF6yYu
159,0.75,-0.75,4,27.7,0.624,28.44,141,17.96,850.0,9.91,8.05,Likely to fizzle,instagram,592,129,"Featured submissions from this weekend’s hashtag project: #WHPmagic
https://t.co/txadOAqtbO https://t.co/CAFbycTyGA"
160,0.75,-0.75,4,27.7,0.624,28.44,140,9.41,25042.0,78.42,69.01,Likely to fizzle,ArianaGrande,15392,4825,🌙 @alfredoflores https://t.co/yVCwAIzYxR
161,0.75,-0.75,4,27.7,0.624,28.44,144,31.6,3995.0,43.62,12.02,Likely to fizzle,rihanna,1319,1338,#Greece #rihannaforriverisland black knit shorts winter 2013 collection #PREorder #October13 @gnlstudios http://t.co/m3N
162,0.77,0.77,19,78.76,1.924,77.99,252,77.32,62626.0,92.25,14.93,Likely to fizzle,ddlovato,35332,13647,Studio bound... So excited for y'all to hear new music
163,0.77,0.77,19,78.76,1.924,77.99,259,78.55,272885.0,99.63,21.08,Likely to fizzle,justinbieber,126923,72981,"Just signed some merch, did last run through... Ready Seattle. #PurposeTour"
164,0.79,0.79,4,27.7,0.598,26.91,147,42.96,2110.0,27.65,15.32,Likely to fizzle,BarackObama,1394,358,LIVE: President Obama is delivering a statement on the economy. https://t.co/7u5ZLGAoK4
165,0.79,0.79,4,27.7,0.598,26.91,151,50.7,815.0,9.43,41.27,Likely to fizzle,instagram,597,109,Need a #Halloween costume? Watch our Instagram story. @itsdougthepug has you covered. #WeeklyFluff https://t.co/U3ImNPxZ
166,0.79,0.79,4,27.7,0.598,26.91,140,9.41,1442.0,19.06,9.65,Likely to fizzle,shakira,264,589,With @djafrojack in my studio in Barcelona. Shak http://t.co/uMxIw2nw
167,0.8,0.8,25,84.1,2.351,83.3,301,83.44,76514.0,93.85,10.41,Limited spread,ddlovato,30642,22936,💋🍻💦🚽...........😂 #RIP💋👋
168,0.8,0.8,17,76.37,1.803,75.58,242,75.53,32882.0,83.67,8.14,Likely to fizzle,selenagomez,8124,12379,"Had a great weekend.  Thank you all again so much for my Kids Choice Award, truly blessed."
169,0.8,-0.8,4,27.7,0.625,28.5,147,42.96,2203.0,28.69,14.27,Likely to fizzle,BarackObama,1225,489,Check getting covered off of your to-do list. Find a plan that works for you before the February 15th deadline: http://t
170,0.8,-0.8,4,27.7,0.625,28.5,147,42.96,2202.0,28.68,14.29,Likely to fizzle,BarackObama,1246,478,These investments put us $4 billion closer to clean energy solutions: http://t.co/f2xr2nsJW1 #ActOnClimate
171,0.8,-0.8,4,27.7,0.625,28.5,144,31.6,4000.0,43.63,12.03,Likely to fizzle,rihanna,1000,1500,Making the best of this! Shout out to my Navi #phuckyosnowangel http://t.co/phM3uIbS40
172,0.8,-0.8,4,27.7,0.625,28.5,143,27.37,656.0,7.6,19.77,Likely to fizzle,Twitter,144,256,"From our @gov team, The Twitter Political Index is a new barometer for the US presidential election http://t.co/RHnHR014"
173,0.8,-0.8,4,27.7,0.625,28.5,144,31.6,4002.0,43.65,12.05,Likely to fizzle,rihanna,1074,1464,#WHATNOW ---&gt; http://t.co/jD5ZcIrdFt
174,0.81,0.81,38,91.72,3.596,90.91,451,91.63,20894.0,75.23,16.41,Limited spread,TheEllenShow,14542,3176,Who wants to go to @theAMAs this Sunday in Hollywood? #Seriously #IHave2Tickets
175,0.82,-0.82,39,92.15,4.201,92.97,422,90.6,24409.0,77.89,12.71,Limited spread,TheEllenShow,17967,3221,"Confirmed! President @BarackObama is on my show next Friday! And he’s gonna play
“Never Have I Ever""! That part is unco"
176,0.82,0.82,18,77.61,1.864,76.79,255,77.83,10830.0,64.02,13.81,Likely to fizzle,TheEllenShow,8464,1183,I can’t believe it. Cher’s birthday was yesterday. Happy birthday. If I could turn back time.
177,0.82,-0.82,9,62.57,1.314,63.39,187,62.09,52697.0,90.56,28.47,Likely to fizzle,ArianaGrande,32899,9899,love you mama https://t.co/gzwp1LhdZ0
178,0.83,0.83,12,67.85,1.437,67.02,222,70.83,203778.0,98.9,28.07,Likely to fizzle,justinbieber,54436,74671,#EMABiggestFansJustinBieber
179,0.84,-0.84,25,84.1,2.536,84.94,310,84.36,16218.0,71.13,13.23,Limited spread,rihanna,2196,7011,Bands make your girl go down... and I still got mo money!
180,0.85,0.85,36,90.87,3.396,90.03,438,91.2,110514.0,95.97,4.77,Limited spread,ddlovato,40454,35030,And just remember kids.... When in doubt.... Slay.✨💁🙌
181,0.86,0.86,4,27.7,0.597,26.84,142,23.88,2709.0,33.85,9.98,Likely to fizzle,Cristiano,689,1010,It's not too late to win a signed jersey from me - get my free app and see if you can reach the top 10 users. … http://t
182,0.86,0.86,4,27.7,0.597,26.84,144,31.6,3820.0,42.55,10.95,Likely to fizzle,rihanna,1148,1336,#wednesdayz http://t.co/q3OlV73XJ2
183,0.86,0.86,4,27.7,0.597,26.84,155,52.71,8566.0,59.25,6.55,Likely to fizzle,katyperry,2456,3055,"And now, my fifth and final finalist: Pickerington High! http://t.co/3ETTse2JYU #ROAR #GMA"
184,0.87,-0.87,35,90.41,3.701,91.27,436,91.12,115930.0,96.29,5.17,Limited spread,taylorswift13,31802,42064,There are 13's EVERYWHERE. This is PERFECT.
185,0.87,0.87,10,64.28,1.315,63.41,217,69.55,8407.0,58.88,10.67,Likely to fizzle,rihanna,1945,3231,Bye bye #BILBAO  :( thank you so much for being phucking epic!!! http://t.co/6qIXN6Nxmu
186,0.87,-0.87,4,27.7,0.626,28.56,144,31.6,855.0,9.94,21.66,Likely to fizzle,YouTube,641,107,"Simon says get funky.

@Foxygentheband's ""Follow The Leader"" → https://t.co/D0ht1FKSLJ https://t.co/cnp9iJtMEt"
187,0.87,-0.87,4,27.7,0.626,28.56,140,9.41,1396.0,18.32,8.91,Likely to fizzle,jimmyfallon,988,204,Playing Word Sneak with @jasonsegel https://t.co/4A3rI5pD4S #FallonTonight
188,0.87,-0.87,4,27.7,0.626,28.56,145,36.99,3641.0,41.22,4.24,Likely to fizzle,TheEllenShow,2593,524,I’m looking for the biggest Panthers fan and the biggest Broncos fan for a chance to go to the #Superbowl. https://t.co/
189,0.87,-0.87,4,27.7,0.626,28.56,140,9.41,25158.0,78.5,69.09,Likely to fizzle,ArianaGrande,14766,5196,ヾ（＠＾▽＾＠）ノ https://t.co/KJf8KUIZ30
190,0.87,-0.87,4,27.7,0.626,28.56,140,9.41,1511.0,20.15,10.74,Likely to fizzle,shakira,389,561,Waka Waka en Español está a punto de llegar a los 100 millones de reproducciones.Será 7o video #certified   @VEVO http:/
191,0.89,0.89,5,52.97,1.033,52.08,156,53.15,41449.0,87.74,34.59,Likely to fizzle,ArianaGrande,24199,8625,Just posted a video https://t.co/hQhXEPznDO
192,0.89,0.89,5,52.97,1.033,52.08,145,36.99,11850.0,65.59,28.6,Likely to fizzle,ladygaga,5170,3340,#MonsterStyle #ARTPOP http://t.co/6158GXFHCl
193,0.89,0.89,5,52.97,1.033,52.08,157,53.53,11850.0,65.59,12.07,Likely to fizzle,ladygaga,3936,3957,The #artRaveParis LiveStream starts in 2 hrs 40 min HERE: https://t.co/MKQfsJYVjP RT monsters!
194,0.91,0.91,33,89.37,3.045,88.46,409,90.13,11622.0,65.24,24.89,Limited spread,britneyspears,7062,2280,"Vegas, thank you for the warm welcome back! You all were fire tonight 🔥🔥🔥 #PieceOfMe"
195,0.91,-0.91,13,69.69,1.578,70.6,217,69.55,63308.0,92.34,22.79,Likely to fizzle,ArianaGrande,32206,15551,nonna and I have an incredible obsession for all things lavender / lilac. she's going to see those pics and call me ravi
196,0.92,0.92,4,27.7,0.596,26.78,148,47.22,84523.0,94.58,47.35,Likely to fizzle,justinbieber,36559,23982,Thanks Barry https://t.co/HtxoXiu3P3
197,0.92,0.92,4,27.7,0.596,26.78,141,17.96,813.0,9.41,8.55,Likely to fizzle,instagram,559,127,How @Simone_Biles stays grounded while her career takes off https://t.co/1dTjLax9Lw
198,0.92,0.92,4,27.7,0.596,26.78,144,31.6,3817.0,42.52,10.92,Likely to fizzle,rihanna,1003,1407,Casually bawsin' #DWT #tourlife #buslife #phuckyolife #rugcostmorethanyolacefront http://t.co/Mm1lnKKZky
199,0.92,0.92,4,27.7,0.596,26.78,141,17.96,813.0,9.41,8.55,Likely to fizzle,instagram,599,107,Our #WeeklyFluff = @dean_the_basset https://t.co/6ENRZsNNQj
200,0.93,0.93,44,93.63,4.134,92.7,548,93.9,31424.0,82.83,11.07,Limited spread,KimKardashian,15732,7846,I soooo didn't mean to lie to you guys about GOOD FRIDAYS coming back. Kanye flew to Italy for a Yezzy Season 3 fitting.
201,0.94,0.94,33,89.37,3.04,88.43,374,88.61,10713.0,63.79,24.82,Limited spread,BarackObama,5149,2782,"""Our collective future depends on your willingness to uphold your obligations as a citizen."" —President Obama #SOTU"
202,0.94,0.94,11,66.02,1.367,65.08,198,64.7,54852.0,91.0,26.3,Likely to fizzle,ArianaGrande,24690,15081,🌙☕️
203,0.94,-0.94,4,27.7,0.627,28.63,144,31.6,4011.0,43.71,12.11,Likely to fizzle,rihanna,1135,1438,#CoCo #vintage #rare http://t.co/6PBqE5T5WO
204,0.94,-0.94,4,27.7,0.627,28.63,143,27.37,658.0,7.62,19.75,Likely to fizzle,Twitter,164,247,"Twitter, in your language http://t.co/fHRn5DV7"
205,0.94,-0.94,4,27.7,0.627,28.63,134,1.68,865.0,10.07,8.4,Likely to fizzle,cnnbrk,313,276,"FL officials very concerned about storm surges. ""Worst effects are still likely to come,"" Gov. Rick Scott said. https://"
206,0.94,-0.94,4,27.7,0.627,28.63,144,31.6,4012.0,43.72,12.12,Likely to fizzle,rihanna,944,1534,#complex http://t.co/Qr9IpFzV
207,0.95,0.95,12,67.85,1.433,66.9,206,66.64,3196.0,38.0,28.63,Likely to fizzle,jimmyfallon,1386,905,I’d have the power to throw nails so I could work with Thor to build a house. #mysuperpower
208,0.95,-0.95,6,56.14,1.143,57.09,166,56.38,16384.0,71.31,14.93,Likely to fizzle,katyperry,8566,3909,OMG LOOK! A PICTURE OF THE BOOK WITH NO PICTURES BY Q-T @KeoNovak's BRO @bjnovak OUT TODAY! http://t.co/YbrxVWRlVK 📚 htt
209,0.97,0.97,4,27.7,0.595,26.73,144,31.6,3811.0,42.5,10.9,Likely to fizzle,rihanna,929,1441,Shhhhh!!! #777 http://t.co/QBqKbjP4Wj
210,0.99,-0.99,23,82.64,2.382,83.63,295,82.88,2499.0,31.66,51.22,Likely to fizzle,Twitter,181,1159,"And, we hit about 5,500 Tweets per second (TPS). For context, this TPS is more than Osama Bin Laden's death & on par w/ "
211,1.0,1.0,26,84.88,2.405,83.88,314,84.73,96485.0,95.27,10.54,Limited spread,ArianaGrande,51139,22673,Friday night was lit and by lit I mean terrifying because we hiked on foot to the Manson murder house bye
212,1.0,-1.0,6,56.14,1.145,57.13,165,56.03,37261.0,85.91,29.88,Likely to fizzle,ddlovato,16515,10373,Lost two of my baby teeth this morning for the very first time!!!!! Do dogs get visits from the tooth… https://t.co/11rj
213,1.0,-1.0,5,52.97,1.073,53.97,149,49.12,1480.0,19.6,29.52,Likely to fizzle,cnnbrk,370,555,"5.9 magnitude quake struck northern Colombia on Tuesday night, the US Geological Survey says. https://t.co/VHlN9g6uPw"
214,1.0,-1.0,4,27.7,0.628,28.69,144,31.6,4017.0,43.76,12.16,Likely to fizzle,rihanna,1085,1466,#StanLife #iheartmynavy #sneekpeekofmynextMACproject http://t.co/vC252iCN3a
215,1.0,-1.0,4,27.7,0.628,28.69,140,9.41,25240.0,78.55,69.14,Likely to fizzle,ArianaGrande,15232,5004,dat face https://t.co/qq058IQ2jW
216,1.01,1.01,5,52.97,1.031,51.97,156,53.15,1404.0,18.42,34.72,Likely to fizzle,instagram,1046,179,Hope you had a jaw-dropping #SharkWeek! https://t.co/yBb5dvZg34
217,1.01,1.01,5,52.97,1.031,51.97,155,52.71,41360.0,87.72,35.01,Likely to fizzle,ArianaGrande,20962,10199,Just posted a photo https://t.co/TMuDiwkXYW
218,1.02,-1.02,30,87.79,3.105,88.81,350,87.31,11852.0,65.61,21.7,Limited spread,britneyspears,6118,2867,Today I'm spending the day with my beautiful boys &amp; family. Heaven :) Happy Easter everybody! xo
219,1.03,1.03,4,27.7,0.594,26.67,147,42.96,2093.0,27.37,15.59,Likely to fizzle,BarackObama,1165,464,From @Deese44: Read why the Clean Power Plan is vital to the fight against climate change: http://t.co/QPHdcuYzv2 #ActOn
220,1.03,1.03,4,27.7,0.594,26.67,147,42.96,2094.0,27.4,15.57,Likely to fizzle,BarackObama,960,567,Happening now: President Obama delivers a statement on the situation in Iraq. http://t.co/yV92Lc3Axy
221,1.03,1.03,4,27.7,0.594,26.67,140,9.41,23859.0,77.47,68.06,Likely to fizzle,ArianaGrande,14079,4890,😩😂 https://t.co/OuCNBi8MOL
222,1.05,-1.05,61,97.46,9.931,98.51,814,97.78,63516.0,92.38,5.41,Has legs,rihanna,8704,27406,"If you don't live your life, who the phuck will?"
223,1.05,-1.05,4,27.7,0.629,28.74,140,9.41,1520.0,20.24,10.83,Likely to fizzle,shakira,800,360,I'm speechless @DaniMozMusic! What a beautiful performance. This is going to be a very tough decision... http://t.co/2iV
224,1.05,-1.05,4,27.7,0.629,28.74,144,31.6,4032.0,43.84,12.24,Likely to fizzle,rihanna,1168,1432,#singapore http://t.co/m4tZUG35P1
225,1.07,-1.07,35,90.41,3.77,91.48,417,90.43,24114.0,77.68,12.75,Limited spread,rihanna,7902,8106,Ooohhhhhh SHIIIIITTTT!!!!!
226,1.08,-1.08,8,60.65,1.269,61.73,176,59.3,1732.0,23.35,35.94,Likely to fizzle,YouTube,1250,241,"DIY fire tornado.

Just add sharks and you’ve got the perfect storm. https://t.co/RTYuN6oQih https://t.co/egFP5KZi3d"
227,1.09,-1.09,4,27.7,0.63,28.79,141,17.96,858.0,9.97,7.99,Likely to fizzle,instagram,612,123,"Below tall grass, a resting swan #WHPoverunder https://t.co/4uNnePITNf"
228,1.09,-1.09,4,27.7,0.63,28.79,145,36.99,3665.0,41.44,4.45,Likely to fizzle,TheEllenShow,2753,456,You dont have to be in Rio to show off your Olympic talent. Check out the Act It Out for the GOLD category @HeadsUp! htt
229,1.1,1.1,4,27.7,0.593,26.6,149,49.12,8499.0,59.11,9.99,Likely to fizzle,katyperry,3381,2559,Soy qewty “@darthvanner: @katyperry look what me &amp; my bff @victoriacha made today #ROAR #PRISM  http://t.co/DtzrWd0S
230,1.1,1.1,4,27.7,0.593,26.6,142,23.88,4514.0,46.48,22.61,Likely to fizzle,KimKardashian,3660,427,😘😘😘😍😍😍 https://t.co/nsd6HNwWOq
231,1.1,1.1,4,27.7,0.593,26.6,147,42.96,2091.0,27.34,15.62,Likely to fizzle,BarackObama,971,560,See why raising the minimum wage is a good idea for working Americans and their families: http://t.co/QUJKLfu9oy #RaiseT
232,1.15,-1.15,4,27.7,0.631,28.84,144,31.6,4040.0,43.91,12.31,Likely to fizzle,rihanna,1098,1471,"""Everything feels like touchdown on a rainy day"" #brrr http://t.co/g6r56uCr4Y"
233,1.15,-1.15,4,27.7,0.631,28.84,140,9.41,25321.0,78.63,69.22,Likely to fizzle,ArianaGrande,16647,4337,my Laf 💛 the kindest soul on earth  https://t.co/aRNwGfi8lr
234,1.15,-1.15,4,27.7,0.631,28.84,145,36.99,7245.0,55.69,18.7,Likely to fizzle,ladygaga,3073,2086,#artRaveTelAviv get ready to #PutYourHandsUp The monsters at the hotel were so wonderful I wish I… http://t.co/9k7i8j24v
235,1.16,-1.16,25,84.1,2.578,85.26,309,84.24,29585.0,81.65,2.6,Limited spread,ladygaga,16217,6684,Though problems are challenging they often show the truth. We can stop &amp; see it. You might even say there is a gift 
236,1.16,1.16,4,27.7,0.592,26.54,140,9.41,23778.0,77.36,67.95,Likely to fizzle,ArianaGrande,13668,5055,babe https://t.co/IeSarM7q6s
237,1.16,1.16,4,27.7,0.592,26.54,144,31.6,3793.0,42.36,10.76,Likely to fizzle,rihanna,941,1426,Music of the Sun #Complex #cover1 http://t.co/7oWreT0p
238,1.17,1.17,55,96.16,5.168,95.0,753,96.85,13996.0,68.55,28.3,Has legs,jtimberlake,8010,2993,Happy New Year everybody! Wishing all of you a healthy and happy 2015... Should we just go ahead and GO UP on a Thursday
